2016-06-14 09:58:41 - HTTPError 404 -  - allineamenti/index
2016-06-14 11:06:34 - HTTPError 404 -  - allineamenti/index
2016-06-14 11:06:35 - HTTPError 404 -  - allineamenti/index
2016-06-14 11:06:36 - HTTPError 404 -  - allineamenti/index
2016-06-14 11:07:33 - HTTPError 404 -  - panoramica/index
2016-06-14 11:07:34 - HTTPError 404 -  - panoramica/index
2016-06-14 11:07:34 - HTTPError 404 -  - panoramica/index
2016-06-14 11:07:35 - HTTPError 404 -  - panoramica/index
2016-06-14 11:07:35 - HTTPError 404 -  - panoramica/index
2016-06-14 11:07:35 - HTTPError 404 -  - panoramica/index
2016-06-14 11:07:36 - HTTPError 404 -  - panoramica/index
2016-06-14 11:07:36 - HTTPError 404 -  - panoramica/index
2016-06-14 11:07:36 - HTTPError 404 -  - panoramica/index
2016-06-14 11:09:46 - HTTPError 404 -  - dist/images
2016-06-14 11:09:47 - HTTPError 404 -  - dist/images
2016-06-14 11:10:37 - HTTPError 404 -  - dist/images
2016-06-14 11:10:46 - HTTPError 404 -  - dist/images
2016-06-14 11:10:55 - HTTPError 404 -  - dist/images
2016-06-14 11:11:22 - HTTPError 404 -  - dist/images
2017-01-11 14:10:42 - HTTPError 404 -  - dist/images
2017-01-11 14:10:59 - HTTPError 404 - magri - dist/images
2017-01-11 14:11:02 - HTTPError 404 -  - dist/images
2017-01-11 14:11:16 - HTTPError 404 - depasquale - dist/images
2017-01-11 14:33:01 - HTTPError 404 -  - dist/images
2017-01-12 07:58:49 - HTTPError 404 -  - dist/images
2017-01-12 08:46:45 - HTTPError 404 -  - dist/images
2017-01-12 07:46:49 - Errore U03 -  - Username o Password non validi
2017-01-12 07:46:55 - Errore U03 -  - Username o Password non validi
2017-01-12 10:03:46 - HTTPError 404 -  - dist/images
2017-01-12 11:25:05 - HTTPError 404 -  - dist/images
2017-01-12 11:43:25 - HTTPError 404 -  - dist/images
2017-01-12 12:07:38 - HTTPError 404 -  - dist/images
2017-01-12 12:07:44 - HTTPError 404 - stramieri - dist/images
2017-01-12 11:08:48 - EMAIL Array
(
    [0] => 
)
 <strong>You must provide at least one recipient email address.</strong><br />
2017-01-12 11:08:48 - Errore U05 - sala - Si sono verificati i seguenti errori: <pre>Array
(
    [0] => Array
        (
            [error_str] => Unknown column 'd.nome' in 'where clause'
            [query] => SELECT e.destinatari FROM destinatari_email e,db_allineabili d WHERE d.id_destinatari_email=e.id AND d.nome='GESP8'
        )

)
</pre>
2017-01-12 11:08:53 - EMAIL Array
(
    [0] => 
)
 <strong>You must provide at least one recipient email address.</strong><br />
2017-01-12 11:08:53 - Errore U05 - sala - Si sono verificati i seguenti errori: <pre>Array
(
    [0] => Array
        (
            [error_str] => Unknown column 'd.nome' in 'where clause'
            [query] => SELECT e.destinatari FROM destinatari_email e,db_allineabili d WHERE d.id_destinatari_email=e.id AND d.nome='GESP8'
        )

)
</pre>
2017-01-12 11:09:07 - EMAIL Array
(
    [0] => 
)
 <strong>You must provide at least one recipient email address.</strong><br />
2017-01-12 11:09:07 - Errore U05 - sala - Si sono verificati i seguenti errori: <pre>Array
(
    [0] => Array
        (
            [error_str] => Unknown column 'd.nome' in 'where clause'
            [query] => SELECT e.destinatari FROM destinatari_email e,db_allineabili d WHERE d.id_destinatari_email=e.id AND d.nome='GESP8'
        )

)
</pre>
2017-01-12 11:09:21 - EMAIL Array
(
    [0] => 
)
 <strong>You must provide at least one recipient email address.</strong><br />
2017-01-12 11:09:21 - Errore U05 - sala - Si sono verificati i seguenti errori: <pre>Array
(
    [0] => Array
        (
            [error_str] => Unknown column 'd.nome' in 'where clause'
            [query] => SELECT e.destinatari FROM destinatari_email e,db_allineabili d WHERE d.id_destinatari_email=e.id AND d.nome='GESP8'
        )

)
</pre>
2017-01-12 11:09:28 - EMAIL Array
(
    [0] => 
)
 <strong>You must provide at least one recipient email address.</strong><br />
2017-01-12 11:09:28 - Errore U05 - sala - Si sono verificati i seguenti errori: <pre>Array
(
    [0] => Array
        (
            [error_str] => Unknown column 'd.nome' in 'where clause'
            [query] => SELECT e.destinatari FROM destinatari_email e,db_allineabili d WHERE d.id_destinatari_email=e.id AND d.nome='GESP8'
        )

)
</pre>
2017-01-12 11:09:36 - EMAIL Array
(
    [0] => 
)
 <strong>You must provide at least one recipient email address.</strong><br />
2017-01-12 11:09:36 - Errore U05 - sala - Si sono verificati i seguenti errori: <pre>Array
(
    [0] => Array
        (
            [error_str] => Unknown column 'd.nome' in 'where clause'
            [query] => SELECT e.destinatari FROM destinatari_email e,db_allineabili d WHERE d.id_destinatari_email=e.id AND d.nome='GESP8'
        )

)
</pre>
2017-01-13 08:38:31 - HTTPError 404 -  - dist/images
2017-01-13 08:51:04 - HTTPError 404 -  - dist/images
2017-01-13 11:47:39 - HTTPError 404 -  - dist/images
2017-01-13 11:47:46 - HTTPError 404 - paltrinieri - dist/images
2017-01-13 13:39:37 - HTTPError 404 -  - dist/images
2017-01-13 12:42:38 - Errore U03 -  - Username o Password non validi
2017-01-14 08:05:40 - HTTPError 404 -  - dist/images
2017-01-16 08:37:55 - HTTPError 404 -  - dist/images
2017-01-16 08:38:29 - HTTPError 404 -  - dist/images
2017-01-16 07:38:34 - Errore U03 -  - Username o Password non validi
2017-01-16 12:13:22 - HTTPError 404 -  - dist/images
2017-01-16 12:13:34 - HTTPError 404 - ebaraldi - dist/images
2017-01-16 12:45:44 - HTTPError 404 -  - dist/images
2017-01-16 13:28:22 - HTTPError 404 -  - dist/images
2017-01-16 15:02:19 - HTTPError 404 -  - dist/images
2017-01-17 08:24:45 - HTTPError 404 -  - dist/images
2017-01-17 08:24:52 - HTTPError 404 - paltrinieri - dist/images
2017-01-17 08:31:41 - HTTPError 404 -  - dist/images
2017-01-17 08:32:44 - HTTPError 404 -  - dist/images
2017-01-17 08:55:18 - HTTPError 404 -  - dist/images
2017-01-17 10:47:09 - Errore U03 -  - Username o Password non validi
2017-01-17 12:14:57 - HTTPError 404 -  - dist/images
2017-01-17 12:42:27 - HTTPError 404 -  - dist/images
2017-01-17 12:42:41 - HTTPError 404 - barbara - dist/images
2017-01-17 15:00:12 - HTTPError 404 -  - dist/images
2017-01-18 08:35:03 - HTTPError 404 -  - dist/images
2017-01-18 10:21:32 - HTTPError 404 -  - dist/images
2017-01-18 10:30:57 - HTTPError 404 -  - dist/images
2017-01-19 08:15:28 - HTTPError 404 -  - dist/images
2017-01-19 08:18:23 - HTTPError 404 -  - dist/images
2017-01-19 08:18:30 - HTTPError 404 -  - dist/images
2017-01-19 08:24:38 - HTTPError 404 -  - dist/images
2017-01-20 08:46:46 - HTTPError 404 -  - dist/images
2017-01-20 08:51:40 - HTTPError 404 -  - dist/images
2017-01-20 08:51:40 - HTTPError 404 -  - dist/images
2017-01-20 10:07:10 - HTTPError 404 -  - dist/images
2017-01-21 15:31:22 - HTTPError 404 -  - dist/images
2017-01-21 17:52:27 - HTTPError 404 -  - dist/images
2017-01-21 17:52:35 - HTTPError 404 - leoni - dist/images
2017-01-23 08:16:58 - HTTPError 404 -  - dist/images
2017-01-23 08:51:46 - HTTPError 404 -  - dist/images
2017-01-23 10:59:32 - Errore U03 -  - Username o Password non validi
2017-01-23 12:56:26 - Errore U03 - sala - Username o Password non validi
2017-01-23 15:14:36 - HTTPError 404 -  - dist/images
2017-01-23 15:14:42 - HTTPError 404 - cristina - dist/images
2017-01-24 08:36:03 - HTTPError 404 -  - dist/images
2017-01-24 08:46:11 - HTTPError 404 -  - dist/images
2017-01-24 10:05:05 - HTTPError 404 -  - dist/images
2017-01-24 14:03:37 - HTTPError 404 -  - dist/images
2017-01-25 09:10:00 - HTTPError 404 -  - dist/images
2017-01-25 12:41:39 - HTTPError 404 -  - dist/images
2017-01-25 11:41:44 - Errore U03 -  - Username o Password non validi
2017-01-25 16:07:53 - HTTPError 404 -  - dist/images
2017-01-25 16:08:02 - HTTPError 404 - agolinelli - dist/images
2017-01-26 09:11:39 - HTTPError 404 -  - dist/images
2017-01-26 10:13:54 - HTTPError 404 -  - dist/images
2017-01-26 10:14:02 - HTTPError 404 - agolinelli - dist/images
2017-01-27 08:39:35 - HTTPError 404 -  - dist/images
2017-01-27 09:18:09 - HTTPError 404 -  - dist/images
2017-01-27 14:22:37 - HTTPError 404 -  - dist/images
2017-01-27 16:02:03 - HTTPError 404 -  - dist/images
2017-01-27 17:13:10 - HTTPError 404 -  - dist/images
2017-01-30 08:14:20 - HTTPError 404 -  - dist/images
2017-01-30 08:19:52 - HTTPError 404 -  - dist/images
2017-01-30 07:20:00 - Errore U03 -  - Username o Password non validi
2017-01-30 08:30:25 - HTTPError 404 -  - dist/images
2017-01-30 07:30:31 - Errore U03 -  - Username o Password non validi
2017-01-30 08:36:26 - HTTPError 404 -  - dist/images
2017-01-30 09:15:01 - HTTPError 404 -  - dist/images
2017-01-30 14:46:39 - HTTPError 404 -  - dist/images
2017-01-31 08:24:01 - HTTPError 404 -  - dist/images
2017-01-31 08:33:02 - HTTPError 404 -  - dist/images
2017-01-31 08:48:22 - HTTPError 404 -  - dist/images
2017-01-31 08:51:27 - HTTPError 404 -  - dist/images
2017-01-31 11:55:15 - HTTPError 404 -  - dist/images
2017-02-01 08:32:42 - HTTPError 404 -  - dist/images
2017-02-01 11:45:36 - HTTPError 404 -  - dist/images
2017-02-01 11:48:42 - HTTPError 404 -  - dist/images
2017-02-01 13:50:24 - HTTPError 404 -  - dist/images
2017-02-01 14:39:16 - HTTPError 404 -  - dist/images
2017-02-02 09:47:23 - HTTPError 404 -  - dist/images
2017-02-02 14:54:29 - HTTPError 404 -  - dist/images
2017-02-02 13:54:48 - Errore U03 -  - Username o Password non validi
2017-02-02 15:34:37 - HTTPError 404 -  - dist/images
2017-02-03 08:36:34 - HTTPError 404 -  - dist/images
2017-02-03 10:19:53 - HTTPError 404 -  - dist/images
2017-02-03 10:26:08 - HTTPError 404 -  - dist/images
2017-02-03 14:15:37 - Errore U03 -  - Username o Password non validi
2017-02-06 08:08:00 - HTTPError 404 -  - dist/images
2017-02-06 08:18:03 - HTTPError 404 -  - dist/images
2017-02-06 08:42:33 - HTTPError 404 -  - dist/images
2017-02-06 08:51:28 - Errore U03 -  - Username o Password non validi
2017-02-06 09:16:39 - Errore U03 -  - Username o Password non validi
2017-02-06 14:46:43 - HTTPError 404 -  - dist/images
2017-02-06 14:46:53 - HTTPError 404 - linfozzi - dist/images
2017-02-06 17:55:54 - HTTPError 404 -  - dist/images
2017-02-07 08:20:11 - HTTPError 404 -  - dist/images
2017-02-07 08:22:37 - HTTPError 404 -  - dist/images
2017-02-07 08:58:49 - HTTPError 404 -  - dist/images
2017-02-07 08:58:51 - HTTPError 404 -  - dist/images
2017-02-07 07:58:55 - Errore U03 -  - Username o Password non validi
2017-02-07 08:58:58 - HTTPError 404 - siena - dist/images
2017-02-07 08:59:06 - HTTPError 404 - morselli - dist/images
2017-02-07 14:38:20 - HTTPError 404 -  - dist/images
2017-02-07 15:28:52 - HTTPError 404 -  - dist/images
2017-02-07 16:29:38 - HTTPError 404 -  - dist/images
2017-02-07 16:29:43 - HTTPError 404 - lgalavotti - dist/images
2017-02-08 10:06:43 - HTTPError 404 -  - dist/images
2017-02-09 08:44:59 - HTTPError 404 -  - dist/images
2017-02-09 12:12:54 - HTTPError 404 -  - dist/images
2017-02-09 12:13:02 - HTTPError 404 - ebaraldi - dist/images
2017-02-09 17:21:07 - HTTPError 404 -  - dist/images
2017-02-10 08:34:12 - HTTPError 404 -  - dist/images
2017-02-10 09:06:07 - HTTPError 404 -  - dist/images
2017-02-13 08:13:38 - HTTPError 404 -  - dist/images
2017-02-13 08:14:57 - HTTPError 404 -  - dist/images
2017-02-13 08:48:18 - HTTPError 404 -  - dist/images
2017-02-13 07:48:42 - Errore U03 -  - Username o Password non validi
2017-02-14 08:25:35 - HTTPError 404 -  - dist/images
2017-02-14 08:45:25 - HTTPError 404 -  - dist/images
2017-02-14 08:26:09 - Errore R02 - linfozzi - Data inizio non valida
2017-02-14 09:26:23 - HTTPError 404 -  - dist/images
2017-02-14 08:26:36 - Errore R02 - linfozzi - Data inizio non valida
2017-02-14 08:26:38 - Errore R02 - linfozzi - Data inizio non valida
2017-02-14 08:26:39 - Errore R02 - linfozzi - Data inizio non valida
2017-02-14 11:45:48 - HTTPError 404 -  - dist/images
2017-02-14 17:31:58 - HTTPError 404 -  - dist/images
2017-02-15 08:20:02 - HTTPError 404 -  - dist/images
2017-02-15 09:16:00 - HTTPError 404 -  - dist/images
2017-02-15 10:29:21 - HTTPError 404 -  - dist/images
2017-02-15 14:56:47 - HTTPError 404 -  - dist/images
2017-02-15 17:55:30 - HTTPError 404 -  - dist/images
2017-02-16 14:05:40 - HTTPError 404 -  - dist/images
2017-02-16 14:15:36 - HTTPError 404 -  - dist/images
2017-02-16 14:16:31 - HTTPError 404 -  - dist/images
2017-02-17 09:15:13 - HTTPError 404 -  - dist/images
2017-02-17 09:37:59 - HTTPError 404 -  - dist/images
2017-02-17 15:26:28 - HTTPError 404 -  - dist/images
2017-02-20 08:26:35 - HTTPError 404 -  - dist/images
2017-02-20 07:26:40 - Errore U03 -  - Username o Password non validi
2017-02-20 08:27:03 - HTTPError 404 -  - dist/images
2017-02-20 08:27:10 - HTTPError 404 - cristina - dist/images
2017-02-20 08:42:39 - HTTPError 404 -  - dist/images
2017-02-20 10:36:21 - HTTPError 404 -  - dist/images
2017-02-20 14:38:57 - HTTPError 404 -  - dist/images
2017-02-20 15:23:25 - HTTPError 404 -  - dist/images
2017-02-20 14:23:32 - Errore U03 -  - Username o Password non validi
2017-02-20 15:44:38 - Errore R02 - linfozzi - Data inizio non valida
2017-02-20 16:53:07 - HTTPError 404 -  - dist/images
2017-02-21 08:35:17 - HTTPError 404 -  - dist/images
2017-02-21 10:21:10 - HTTPError 404 -  - dist/images
2017-02-21 17:15:48 - HTTPError 404 -  - dist/images
2017-02-22 08:09:21 - HTTPError 404 -  - dist/images
2017-02-22 08:12:06 - HTTPError 404 -  - dist/images
2017-02-22 09:44:44 - HTTPError 404 -  - dist/images
2017-02-22 10:53:04 - HTTPError 404 -  - dist/images
2017-02-22 11:52:26 - HTTPError 404 -  - dist/images
2017-02-22 15:17:27 - HTTPError 404 -  - dist/images
2017-02-22 17:27:09 - HTTPError 404 -  - dist/images
2017-02-22 17:27:15 - HTTPError 404 - lgalavotti - dist/images
2017-02-23 08:35:11 - HTTPError 404 -  - dist/images
2017-02-23 08:35:16 - HTTPError 404 - zavatti - dist/images
2017-02-23 11:03:05 - HTTPError 404 -  - dist/images
2017-02-23 16:22:52 - HTTPError 404 -  - dist/images
2017-02-23 17:37:33 - HTTPError 404 -  - dist/images
2017-02-23 17:39:53 - HTTPError 404 -  - dist/images
2017-02-24 08:22:45 - HTTPError 404 -  - dist/images
2017-02-24 08:52:58 - HTTPError 404 -  - dist/images
2017-02-24 09:41:56 - HTTPError 404 -  - dist/images
2017-02-24 12:03:54 - HTTPError 404 -  - dist/images
2017-02-27 08:36:27 - HTTPError 404 -  - dist/images
2017-02-27 08:40:36 - HTTPError 404 -  - dist/images
2017-02-27 08:40:44 - HTTPError 404 - linfozzi - dist/images
2017-02-27 11:57:57 - HTTPError 404 -  - dist/images
2017-02-27 11:58:03 - HTTPError 404 -  - dist/images
2017-02-27 16:56:15 - HTTPError 404 -  - dist/images
2017-02-28 08:19:49 - HTTPError 404 -  - dist/images
2017-02-28 08:30:11 - HTTPError 404 -  - dist/images
2017-02-28 08:48:37 - HTTPError 404 -  - dist/images
2017-02-28 14:13:16 - HTTPError 404 -  - dist/images
2017-02-28 14:15:09 - HTTPError 404 -  - dist/images
2017-02-28 13:22:43 - Errore U03 - gazzoni - Username o Password non validi
2017-03-01 08:42:54 - HTTPError 404 -  - dist/images
2017-03-01 08:53:23 - HTTPError 404 -  - dist/images
2017-03-01 15:38:29 - HTTPError 404 -  - dist/images
2017-03-02 08:25:48 - HTTPError 404 -  - dist/images
2017-03-02 11:38:31 - HTTPError 404 -  - dist/images
2017-03-03 08:12:23 - HTTPError 404 -  - dist/images
2017-03-03 08:35:25 - HTTPError 404 -  - dist/images
2017-03-03 14:54:46 - HTTPError 404 -  - dist/images
2017-03-03 16:46:32 - HTTPError 404 -  - dist/images
2017-03-03 17:33:17 - HTTPError 404 -  - dist/images
2017-03-03 17:33:34 - HTTPError 404 - depasquale - dist/images
2017-03-03 19:52:14 - HTTPError 404 -  - dist/images
2017-03-03 18:52:22 - Errore U03 -  - Username o Password non validi
2017-03-03 19:52:28 - HTTPError 404 - zavatti - dist/images
2017-03-06 08:18:30 - HTTPError 404 -  - dist/images
2017-03-06 08:19:33 - HTTPError 404 -  - dist/images
2017-03-06 09:38:46 - Errore U03 -  - Username o Password non validi
2017-03-07 08:34:01 - HTTPError 404 -  - dist/images
2017-03-07 08:40:08 - HTTPError 404 -  - dist/images
2017-03-09 08:17:37 - HTTPError 404 -  - dist/images
2017-03-09 09:33:19 - HTTPError 404 -  - dist/images
2017-03-09 09:33:59 - HTTPError 404 -  - dist/images
2017-03-09 08:34:05 - Errore U03 -  - Username o Password non validi
2017-03-09 10:19:00 - HTTPError 404 -  - dist/images
2017-03-10 10:19:39 - HTTPError 404 -  - dist/images
2017-03-10 10:23:50 - HTTPError 404 -  - dist/images
2017-03-10 17:56:11 - HTTPError 404 -  - dist/images
2017-03-10 16:56:33 - Errore U03 -  - Username o Password non validi
2017-03-10 16:56:49 - Errore U03 -  - Username o Password non validi
2017-03-10 16:56:52 - Errore U03 -  - Username o Password non validi
2017-03-13 09:03:06 - HTTPError 404 -  - dist/images
2017-03-13 09:12:21 - HTTPError 404 -  - dist/images
2017-03-13 14:27:41 - HTTPError 404 -  - dist/images
2017-03-13 14:27:50 - HTTPError 404 - cristina - dist/images
2017-03-13 16:02:11 - HTTPError 404 -  - dist/images
2017-03-13 16:02:19 - HTTPError 404 -  - dist/images
2017-03-13 15:02:21 - Errore U03 -  - Username o Password non validi
2017-03-13 17:07:33 - HTTPError 404 -  - dist/images
2017-03-13 17:07:43 - HTTPError 404 -  - dist/images
2017-03-14 09:14:09 - HTTPError 404 -  - dist/images
2017-03-14 11:19:02 - HTTPError 404 -  - dist/images
2017-03-14 15:51:18 - HTTPError 404 -  - dist/images
2017-03-14 14:51:32 - Errore U03 -  - Username o Password non validi
2017-03-14 14:51:42 - Errore U03 -  - Username o Password non validi
2017-03-14 16:34:35 - HTTPError 404 -  - dist/images
2017-03-14 16:36:02 - HTTPError 404 -  - dist/images
2017-03-15 12:35:33 - HTTPError 404 -  - dist/images
2017-03-15 12:51:16 - HTTPError 404 -  - dist/images
2017-03-16 07:51:38 - HTTPError 404 -  - dist/images
2017-03-16 07:56:55 - HTTPError 404 -  - dist/images
2017-03-16 10:05:25 - HTTPError 404 -  - dist/images
2017-03-16 11:49:51 - HTTPError 404 -  - dist/images
2017-03-16 12:01:33 - HTTPError 404 -  - dist/images
2017-03-16 12:02:24 - HTTPError 404 -  - dist/images
2017-03-16 12:24:35 - HTTPError 404 -  - dist/images
2017-03-17 08:46:53 - HTTPError 404 -  - dist/images
2017-03-17 15:50:21 - HTTPError 404 -  - dist/images
2017-03-17 15:53:00 - HTTPError 404 -  - dist/images
2017-03-17 16:11:33 - HTTPError 404 -  - dist/images
2017-03-20 08:39:58 - HTTPError 404 -  - dist/images
2017-03-20 08:44:24 - HTTPError 404 -  - dist/images
2017-03-20 11:28:58 - HTTPError 404 -  - dist/images
2017-03-20 11:38:42 - HTTPError 404 -  - dist/images
2017-03-20 12:13:24 - HTTPError 404 -  - dist/images
2017-03-20 16:05:53 - HTTPError 404 -  - dist/images
2017-03-20 15:11:21 - Errore U03 -  - Username o Password non validi
2017-03-21 08:13:08 - HTTPError 404 -  - dist/images
2017-03-21 11:00:11 - HTTPError 404 -  - dist/images
2017-03-21 14:26:58 - HTTPError 404 -  - dist/images
2017-03-21 14:34:19 - HTTPError 404 -  - dist/images
2017-03-22 08:36:53 - HTTPError 404 -  - dist/images
2017-03-22 08:37:46 - HTTPError 404 -  - dist/images
2017-03-22 09:07:24 - HTTPError 404 -  - dist/images
2017-03-22 09:13:43 - HTTPError 404 -  - dist/images
2017-03-23 08:21:38 - HTTPError 404 -  - dist/images
2017-03-23 08:42:11 - HTTPError 404 -  - dist/images
2017-03-23 09:43:15 - HTTPError 404 -  - dist/images
2017-03-23 13:55:24 - HTTPError 404 -  - dist/images
2017-03-23 15:33:28 - HTTPError 404 -  - dist/images
2017-03-24 08:25:02 - HTTPError 404 -  - dist/images
2017-03-24 08:29:55 - HTTPError 404 -  - dist/images
2017-03-24 08:54:26 - HTTPError 404 -  - dist/images
2017-03-24 12:28:27 - HTTPError 404 -  - dist/images
2017-03-24 15:56:26 - HTTPError 404 -  - dist/images
2017-03-27 08:21:09 - HTTPError 404 -  - dist/images
2017-03-27 08:43:21 - HTTPError 404 -  - dist/images
2017-03-27 09:48:05 - HTTPError 404 -  - dist/images
2017-03-27 11:06:45 - HTTPError 404 -  - dist/images
2017-03-27 17:57:53 - HTTPError 404 -  - dist/images
2017-03-27 17:59:31 - HTTPError 404 -  - dist/images
2017-03-28 17:38:30 - HTTPError 404 -  - dist/images
2017-03-29 08:23:00 - HTTPError 404 -  - dist/images
2017-03-29 09:45:08 - HTTPError 404 -  - dist/images
2017-03-29 10:02:20 - HTTPError 404 -  - dist/images
2017-03-29 11:28:38 - HTTPError 404 -  - dist/images
2017-03-29 18:19:01 - HTTPError 404 -  - dist/images
2017-03-30 09:33:39 - HTTPError 404 -  - dist/images
2017-03-30 09:39:45 - HTTPError 404 - leoni - allineamenti/cancella
2017-03-30 09:40:49 - HTTPError 404 - leoni - apidsidfsfds/index
2017-03-30 10:09:50 - HTTPError 404 -  - dist/images
2017-03-30 08:29:40 - Errore U05 - leoni - Si sono verificati i seguenti errori: <pre>Array
(
    [0] => Array
        (
            [error_str] => Table 'allineamenti.ricsrhieste' doesn't exist
            [query] => INSERT INTO ricsrhieste(nome_db,richiedente,usernameRichiedente,dataora)
		VALUES( 'GESP8',
				'Saverio Leoni',
				'leoni',
				'2017-03-30 10:30:00'
		)
        )

)
</pre>
2017-03-30 11:45:29 - HTTPError 404 -  - dist/images
2017-03-30 16:20:09 - HTTPError 404 -  - dist/images
2017-03-30 16:56:14 - HTTPError 404 -  - dist/images
2017-03-31 08:22:15 - HTTPError 404 -  - dist/images
2017-03-31 11:50:43 - HTTPError 404 -  - dist/images
2017-03-31 16:13:48 - HTTPError 404 -  - dist/images
2017-03-31 14:17:58 - Errore U05 - linfozzi - Si sono verificati i seguenti errori: <pre>Array
(
    [0] => Array
        (
            [error_str] => Cannot add or update a child row: a foreign key constraint fails (`allineamenti`.`richieste`, CONSTRAINT `richieste_ibfk_1` FOREIGN KEY (`nome_db`) REFERENCES `db_allineabili` (`nome_db`) ON DELETE CASCADE ON UPDATE CASCADE)
            [query] => INSERT INTO richieste(nome_db,richiedente,usernameRichiedente,dataora)
		VALUES( '',
				'Mauro Linfozzi',
				'linfozzi',
				'2017-03-31 17:00:00'
		)
        )

)
</pre>
2017-03-31 16:19:39 - HTTPError 404 -  - dist/images
2017-03-31 16:37:09 - HTTPError 404 -  - dist/images
2017-04-03 08:05:05 - HTTPError 404 -  - dist/images
2017-04-03 08:32:29 - HTTPError 404 -  - dist/images
2017-04-03 06:32:37 - Errore U03 -  - Username o Password non validi
2017-04-03 06:32:42 - Errore U03 -  - Username o Password non validi
2017-04-03 08:33:24 - HTTPError 404 -  - dist/images
2017-04-03 08:37:25 - HTTPError 404 -  - dist/images
2017-04-03 09:00:23 - HTTPError 404 -  - dist/images
2017-04-03 09:33:38 - HTTPError 404 -  - dist/images
2017-04-03 11:59:04 - HTTPError 404 -  - dist/images
2017-04-03 13:46:06 - HTTPError 404 -  - dist/images
2017-04-04 08:22:22 - HTTPError 404 -  - dist/images
2017-04-04 08:28:44 - HTTPError 404 -  - dist/images
2017-04-04 08:33:08 - HTTPError 404 -  - dist/images
2017-04-04 10:33:22 - HTTPError 404 -  - dist/images
2017-04-04 12:35:03 - HTTPError 404 - stramieri - dist/images
2017-04-04 15:02:53 - HTTPError 404 -  - dist/images
2017-04-04 15:23:48 - HTTPError 404 -  - dist/images
2017-04-04 15:45:50 - HTTPError 404 -  - dist/images
2017-04-04 16:21:48 - HTTPError 404 -  - dist/images
2017-04-04 18:25:06 - HTTPError 404 -  - dist/images
2017-04-05 08:14:41 - HTTPError 404 -  - dist/images
2017-04-05 08:39:06 - HTTPError 404 -  - dist/images
2017-04-05 09:19:29 - HTTPError 404 -  - dist/images
2017-04-05 09:20:58 - HTTPError 404 -  - dist/images
2017-04-05 09:27:55 - HTTPError 404 -  - dist/images
2017-04-05 10:11:14 - HTTPError 404 -  - dist/images
2017-04-06 08:22:43 - HTTPError 404 -  - dist/images
2017-04-06 09:50:58 - HTTPError 404 -  - dist/images
2017-04-06 12:28:37 - HTTPError 404 -  - dist/images
2017-04-06 14:59:46 - HTTPError 404 -  - dist/images
2017-04-06 15:00:03 - HTTPError 404 -  - dist/images
2017-04-06 15:09:05 - HTTPError 404 -  - dist/images
2017-04-06 15:59:06 - HTTPError 404 -  - dist/images
2017-04-06 13:59:16 - Errore U03 -  - Username o Password non validi
2017-04-06 16:04:58 - HTTPError 404 -  - dist/images
2017-04-06 14:05:06 - Errore U03 -  - Username o Password non validi
2017-04-06 17:43:48 - HTTPError 404 -  - dist/images
2017-04-06 17:43:56 - HTTPError 404 - paltrinieri - dist/images
2017-04-07 08:38:35 - HTTPError 404 -  - dist/images
2017-04-07 09:17:29 - HTTPError 404 -  - dist/images
2017-04-07 09:31:33 - HTTPError 404 -  - dist/images
2017-04-07 07:31:41 - Errore U03 -  - Username o Password non validi
2017-04-07 16:05:42 - HTTPError 404 -  - dist/images
2017-04-07 14:05:46 - Errore U03 -  - Username o Password non validi
2017-04-07 16:06:14 - HTTPError 404 -  - dist/images
2017-04-07 16:21:04 - HTTPError 404 -  - dist/images
2017-04-07 17:26:32 - HTTPError 404 -  - dist/images
2017-04-07 17:27:58 - HTTPError 404 - lgalavotti - dist/images
2017-04-07 17:29:59 - HTTPError 404 -  - dist/images
2017-04-07 17:31:05 - HTTPError 404 -  - dist/images
2017-04-10 08:22:54 - HTTPError 404 -  - dist/images
2017-04-10 08:38:28 - HTTPError 404 -  - dist/images
2017-04-10 08:46:27 - HTTPError 404 -  - dist/images
2017-04-10 08:57:44 - HTTPError 404 -  - dist/images
2017-04-10 08:57:55 - HTTPError 404 - cristina - dist/images
2017-04-10 10:21:02 - HTTPError 404 -  - dist/images
2017-04-11 09:27:31 - HTTPError 404 -  - dist/images
2017-04-11 09:38:14 - HTTPError 404 -  - dist/images
2017-04-11 11:26:13 - HTTPError 404 -  - dist/images
2017-04-11 17:36:30 - HTTPError 404 -  - dist/images
2017-04-12 08:15:00 - HTTPError 404 -  - dist/images
2017-04-12 08:30:19 - HTTPError 404 -  - dist/images
2017-04-12 12:40:12 - HTTPError 404 -  - dist/images
2017-04-13 09:08:41 - HTTPError 404 -  - dist/images
2017-04-13 10:38:26 - HTTPError 404 -  - dist/images
2017-04-13 11:46:21 - HTTPError 404 -  - dist/images
2017-04-13 11:46:29 - HTTPError 404 - agolinelli - dist/images
2017-04-13 11:50:46 - HTTPError 404 -  - dist/images
2017-04-13 12:26:52 - HTTPError 404 -  - dist/images
2017-04-13 10:27:00 - Errore U03 -  - Username o Password non validi
2017-04-13 12:27:05 - HTTPError 404 - siena - dist/images
2017-04-13 20:04:27 - HTTPError 404 -  - dist/images
2017-04-13 20:04:41 - HTTPError 404 - zavatti - dist/images
2017-04-14 16:28:59 - HTTPError 404 -  - dist/images
2017-04-18 08:01:14 - HTTPError 404 -  - dist/images
